timestamp,container_id,container_name,runtime,cpu_percent,cpu_user_percent,cpu_system_percent,memory_current_bytes,memory_max_bytes,memory_percent,io_read_bytes,io_write_bytes,io_read_ops,io_write_ops,pids_current
1768073706,b98291792f12accdd778722581a3c3933763487127bbfec85927a732a76150a9,loadtest-container-1,docker,,,,84709376,536870912,15.78,76320768,11239424,475,16,1
1768073711,b98291792f12accdd778722581a3c3933763487127bbfec85927a732a76150a9,loadtest-container-1,docker,0.00,0.00,0.00,84709376,536870912,15.78,76320768,11239424,475,16,1
1768073716,b98291792f12accdd778722581a3c3933763487127bbfec85927a732a76150a9,loadtest-container-1,docker,0.00,0.00,0.00,84709376,536870912,15.78,76320768,11239424,475,16,1
1768073721,b98291792f12accdd778722581a3c3933763487127bbfec85927a732a76150a9,loadtest-container-1,docker,31.09,30.79,0.30,96497664,536870912,17.97,85299200,11239424,507,16,4
1768073726,b98291792f12accdd778722581a3c3933763487127bbfec85927a732a76150a9,loadtest-container-1,docker,33.24,33.24,0.00,96493568,536870912,17.97,85299200,11239424,507,16,4
1768073731,b98291792f12accdd778722581a3c3933763487127bbfec85927a732a76150a9,loadtest-container-1,docker,33.25,33.25,0.00,96493568,536870912,17.97,85299200,11239424,507,16,4
1768073736,b98291792f12accdd778722581a3c3933763487127bbfec85927a732a76150a9,loadtest-container-1,docker,33.26,33.26,0.00,96493568,536870912,17.97,85299200,11239424,507,16,4
1768073741,b98291792f12accdd778722581a3c3933763487127bbfec85927a732a76150a9,loadtest-container-1,docker,33.27,33.27,0.00,96493568,536870912,17.97,85299200,11239424,507,16,4
1768073746,b98291792f12accdd778722581a3c3933763487127bbfec85927a732a76150a9,loadtest-container-1,docker,33.27,33.26,0.00,96493568,536870912,17.97,85299200,11239424,507,16,4
1768073751,b98291792f12accdd778722581a3c3933763487127bbfec85927a732a76150a9,loadtest-container-1,docker,33.28,33.28,0.00,96493568,536870912,17.97,85299200,11243520,507,17,4
1768073756,b98291792f12accdd778722581a3c3933763487127bbfec85927a732a76150a9,loadtest-container-1,docker,33.27,33.27,0.00,96493568,536870912,17.97,85299200,11243520,507,17,4
1768073761,b98291792f12accdd778722581a3c3933763487127bbfec85927a732a76150a9,loadtest-container-1,docker,33.13,33.13,0.00,96493568,536870912,17.97,85299200,11243520,507,17,4
1768073766,b98291792f12accdd778722581a3c3933763487127bbfec85927a732a76150a9,loadtest-container-1,docker,33.30,33.30,0.00,96493568,536870912,17.97,85299200,11243520,507,17,4
1768073771,b98291792f12accdd778722581a3c3933763487127bbfec85927a732a76150a9,loadtest-container-1,docker,33.25,33.25,0.00,96493568,536870912,17.97,85299200,11243520,507,17,4
1768073776,b98291792f12accdd778722581a3c3933763487127bbfec85927a732a76150a9,loadtest-container-1,docker,33.28,33.28,0.01,96493568,536870912,17.97,85299200,11243520,507,17,4
1768073781,b98291792f12accdd778722581a3c3933763487127bbfec85927a732a76150a9,loadtest-container-1,docker,32.82,32.80,0.02,96497664,536870912,17.97,85299200,11243520,507,17,4
1768073786,b98291792f12accdd778722581a3c3933763487127bbfec85927a732a76150a9,loadtest-container-1,docker,33.28,33.28,0.00,96497664,536870912,17.97,85299200,11243520,507,17,4
1768073791,b98291792f12accdd778722581a3c3933763487127bbfec85927a732a76150a9,loadtest-container-1,docker,32.67,32.67,0.00,96505856,536870912,17.98,85299200,11243520,507,17,4
1768073796,b98291792f12accdd778722581a3c3933763487127bbfec85927a732a76150a9,loadtest-container-1,docker,33.24,33.24,0.00,96505856,536870912,17.98,85299200,11243520,507,17,4
1768073801,b98291792f12accdd778722581a3c3933763487127bbfec85927a732a76150a9,loadtest-container-1,docker,33.30,33.28,0.02,96505856,536870912,17.98,85299200,11243520,507,17,4
1768073806,b98291792f12accdd778722581a3c3933763487127bbfec85927a732a76150a9,loadtest-container-1,docker,33.27,33.27,0.00,96505856,536870912,17.98,85299200,11243520,507,17,4
1768073811,b98291792f12accdd778722581a3c3933763487127bbfec85927a732a76150a9,loadtest-container-1,docker,33.28,33.28,0.00,96505856,536870912,17.98,85299200,11243520,507,17,4
1768073816,b98291792f12accdd778722581a3c3933763487127bbfec85927a732a76150a9,loadtest-container-1,docker,33.28,33.28,0.00,96505856,536870912,17.98,85299200,11243520,507,17,4
1768073821,b98291792f12accdd778722581a3c3933763487127bbfec85927a732a76150a9,loadtest-container-1,docker,33.24,33.22,0.02,96505856,536870912,17.98,85299200,11243520,507,17,4
1768073826,b98291792f12accdd778722581a3c3933763487127bbfec85927a732a76150a9,loadtest-container-1,docker,33.31,33.31,0.00,96505856,536870912,17.98,85299200,11243520,507,17,4
1768073831,b98291792f12accdd778722581a3c3933763487127bbfec85927a732a76150a9,loadtest-container-1,docker,33.21,33.19,0.02,96505856,536870912,17.98,85299200,11243520,507,17,4
1768073836,b98291792f12accdd778722581a3c3933763487127bbfec85927a732a76150a9,loadtest-container-1,docker,32.69,32.69,0.00,96509952,536870912,17.98,85299200,11243520,507,17,4
1768073841,b98291792f12accdd778722581a3c3933763487127bbfec85927a732a76150a9,loadtest-container-1,docker,33.29,33.29,0.00,96509952,536870912,17.98,85299200,11243520,507,17,4
1768073846,b98291792f12accdd778722581a3c3933763487127bbfec85927a732a76150a9,loadtest-container-1,docker,33.28,33.28,0.00,96509952,536870912,17.98,85299200,11243520,507,17,4
1768073851,b98291792f12accdd778722581a3c3933763487127bbfec85927a732a76150a9,loadtest-container-1,docker,33.17,33.17,0.00,96509952,536870912,17.98,85299200,11243520,507,17,4
1768073856,b98291792f12accdd778722581a3c3933763487127bbfec85927a732a76150a9,loadtest-container-1,docker,33.26,33.25,0.02,96509952,536870912,17.98,85299200,11243520,507,17,4
1768073861,b98291792f12accdd778722581a3c3933763487127bbfec85927a732a76150a9,loadtest-container-1,docker,33.29,33.29,0.00,96509952,536870912,17.98,85299200,11243520,507,17,4
1768073866,b98291792f12accdd778722581a3c3933763487127bbfec85927a732a76150a9,loadtest-container-1,docker,33.26,33.26,0.00,96509952,536870912,17.98,85299200,11243520,507,17,4
1768073871,b98291792f12accdd778722581a3c3933763487127bbfec85927a732a76150a9,loadtest-container-1,docker,33.31,33.31,0.00,96509952,536870912,17.98,85299200,11243520,507,17,4
1768073876,b98291792f12accdd778722581a3c3933763487127bbfec85927a732a76150a9,loadtest-container-1,docker,33.26,33.26,0.00,96509952,536870912,17.98,85299200,11243520,507,17,4
1768073881,b98291792f12accdd778722581a3c3933763487127bbfec85927a732a76150a9,loadtest-container-1,docker,33.11,33.09,0.02,96509952,536870912,17.98,85299200,11243520,507,17,4
1768073886,b98291792f12accdd778722581a3c3933763487127bbfec85927a732a76150a9,loadtest-container-1,docker,33.25,33.25,0.00,96509952,536870912,17.98,85299200,11243520,507,17,4
1768073891,b98291792f12accdd778722581a3c3933763487127bbfec85927a732a76150a9,loadtest-container-1,docker,33.25,33.25,0.00,96514048,536870912,17.98,85299200,11243520,507,17,4
1768073896,b98291792f12accdd778722581a3c3933763487127bbfec85927a732a76150a9,loadtest-container-1,docker,33.24,33.24,0.00,96514048,536870912,17.98,85299200,11243520,507,17,4
1768073901,b98291792f12accdd778722581a3c3933763487127bbfec85927a732a76150a9,loadtest-container-1,docker,33.28,33.28,0.00,96514048,536870912,17.98,85299200,11243520,507,17,4
1768073906,b98291792f12accdd778722581a3c3933763487127bbfec85927a732a76150a9,loadtest-container-1,docker,33.32,33.32,0.00,96514048,536870912,17.98,85299200,11243520,507,17,4
1768073911,b98291792f12accdd778722581a3c3933763487127bbfec85927a732a76150a9,loadtest-container-1,docker,33.19,33.19,0.00,96514048,536870912,17.98,85299200,11243520,507,17,4
1768073916,b98291792f12accdd778722581a3c3933763487127bbfec85927a732a76150a9,loadtest-container-1,docker,33.35,33.35,0.00,96514048,536870912,17.98,85299200,11243520,507,17,4
1768073921,b98291792f12accdd778722581a3c3933763487127bbfec85927a732a76150a9,loadtest-container-1,docker,33.26,33.25,0.02,96514048,536870912,17.98,85299200,11243520,507,17,4
1768073926,b98291792f12accdd778722581a3c3933763487127bbfec85927a732a76150a9,loadtest-container-1,docker,33.29,33.29,0.00,96514048,536870912,17.98,85299200,11243520,507,17,4
1768073931,b98291792f12accdd778722581a3c3933763487127bbfec85927a732a76150a9,loadtest-container-1,docker,33.28,33.28,0.00,96514048,536870912,17.98,85299200,11243520,507,17,4
1768073936,b98291792f12accdd778722581a3c3933763487127bbfec85927a732a76150a9,loadtest-container-1,docker,33.25,33.25,0.00,96514048,536870912,17.98,85299200,11243520,507,17,4
1768073941,b98291792f12accdd778722581a3c3933763487127bbfec85927a732a76150a9,loadtest-container-1,docker,33.23,33.23,0.00,96514048,536870912,17.98,85299200,11243520,507,17,4
1768073946,b98291792f12accdd778722581a3c3933763487127bbfec85927a732a76150a9,loadtest-container-1,docker,33.30,33.30,0.00,96514048,536870912,17.98,85299200,11243520,507,17,4
1768073951,b98291792f12accdd778722581a3c3933763487127bbfec85927a732a76150a9,loadtest-container-1,docker,33.24,33.24,0.00,96514048,536870912,17.98,85299200,11243520,507,17,4
1768073956,b98291792f12accdd778722581a3c3933763487127bbfec85927a732a76150a9,loadtest-container-1,docker,33.30,33.30,0.00,96514048,536870912,17.98,85299200,11243520,507,17,4
1768073961,b98291792f12accdd778722581a3c3933763487127bbfec85927a732a76150a9,loadtest-container-1,docker,33.23,33.21,0.02,96514048,536870912,17.98,85299200,11243520,507,17,4
1768073966,b98291792f12accdd778722581a3c3933763487127bbfec85927a732a76150a9,loadtest-container-1,docker,33.29,33.29,0.00,96514048,536870912,17.98,85299200,11243520,507,17,4
1768073971,b98291792f12accdd778722581a3c3933763487127bbfec85927a732a76150a9,loadtest-container-1,docker,33.12,33.12,0.00,96514048,536870912,17.98,85299200,11243520,507,17,4
1768073976,b98291792f12accdd778722581a3c3933763487127bbfec85927a732a76150a9,loadtest-container-1,docker,33.30,33.30,0.00,96514048,536870912,17.98,85299200,11243520,507,17,4
1768073981,b98291792f12accdd778722581a3c3933763487127bbfec85927a732a76150a9,loadtest-container-1,docker,33.28,33.25,0.03,96514048,536870912,17.98,85299200,11243520,507,17,4
1768073986,b98291792f12accdd778722581a3c3933763487127bbfec85927a732a76150a9,loadtest-container-1,docker,33.31,33.29,0.02,96514048,536870912,17.98,85299200,11243520,507,17,4
1768073991,b98291792f12accdd778722581a3c3933763487127bbfec85927a732a76150a9,loadtest-container-1,docker,33.23,33.23,0.00,96514048,536870912,17.98,85299200,11243520,507,17,4
1768073996,b98291792f12accdd778722581a3c3933763487127bbfec85927a732a76150a9,loadtest-container-1,docker,33.29,33.29,0.00,96514048,536870912,17.98,85299200,11243520,507,17,4
1768074001,b98291792f12accdd778722581a3c3933763487127bbfec85927a732a76150a9,loadtest-container-1,docker,33.21,33.21,0.00,96514048,536870912,17.98,85299200,11243520,507,17,4
1768074006,b98291792f12accdd778722581a3c3933763487127bbfec85927a732a76150a9,loadtest-container-1,docker,33.28,33.28,0.00,96514048,536870912,17.98,85299200,11243520,507,17,4
1768074011,b98291792f12accdd778722581a3c3933763487127bbfec85927a732a76150a9,loadtest-container-1,docker,33.21,33.17,0.04,96514048,536870912,17.98,85299200,11243520,507,17,4
1768074016,b98291792f12accdd778722581a3c3933763487127bbfec85927a732a76150a9,loadtest-container-1,docker,33.27,33.25,0.02,96514048,536870912,17.98,85299200,11243520,507,17,4
1768074021,b98291792f12accdd778722581a3c3933763487127bbfec85927a732a76150a9,loadtest-container-1,docker,33.26,33.26,0.00,96514048,536870912,17.98,85299200,11243520,507,17,4
1768074026,b98291792f12accdd778722581a3c3933763487127bbfec85927a732a76150a9,loadtest-container-1,docker,33.29,33.29,0.00,96514048,536870912,17.98,85299200,11243520,507,17,4
1768074031,b98291792f12accdd778722581a3c3933763487127bbfec85927a732a76150a9,loadtest-container-1,docker,33.22,33.22,0.00,96514048,536870912,17.98,85299200,11243520,507,17,4
1768074036,b98291792f12accdd778722581a3c3933763487127bbfec85927a732a76150a9,loadtest-container-1,docker,33.28,33.28,0.00,96514048,536870912,17.98,85299200,11243520,507,17,4
1768074041,b98291792f12accdd778722581a3c3933763487127bbfec85927a732a76150a9,loadtest-container-1,docker,33.32,33.32,0.00,96514048,536870912,17.98,85299200,11243520,507,17,4
1768074046,b98291792f12accdd778722581a3c3933763487127bbfec85927a732a76150a9,loadtest-container-1,docker,33.25,33.25,0.00,96514048,536870912,17.98,85299200,11243520,507,17,4
1768074051,b98291792f12accdd778722581a3c3933763487127bbfec85927a732a76150a9,loadtest-container-1,docker,33.29,33.29,0.00,96514048,536870912,17.98,85299200,11243520,507,17,4
1768074056,b98291792f12accdd778722581a3c3933763487127bbfec85927a732a76150a9,loadtest-container-1,docker,33.28,33.28,0.00,96514048,536870912,17.98,85299200,11243520,507,17,4
1768074061,b98291792f12accdd778722581a3c3933763487127bbfec85927a732a76150a9,loadtest-container-1,docker,33.14,33.13,0.01,96514048,536870912,17.98,85299200,11243520,507,17,4
1768074066,b98291792f12accdd778722581a3c3933763487127bbfec85927a732a76150a9,loadtest-container-1,docker,33.29,33.29,0.00,96514048,536870912,17.98,85299200,11243520,507,17,4
1768074071,b98291792f12accdd778722581a3c3933763487127bbfec85927a732a76150a9,loadtest-container-1,docker,33.22,33.22,0.00,96514048,536870912,17.98,85299200,11243520,507,17,4
1768074076,b98291792f12accdd778722581a3c3933763487127bbfec85927a732a76150a9,loadtest-container-1,docker,33.28,33.26,0.02,96514048,536870912,17.98,85299200,11243520,507,17,4
1768074081,b98291792f12accdd778722581a3c3933763487127bbfec85927a732a76150a9,loadtest-container-1,docker,33.28,33.28,0.00,96514048,536870912,17.98,85299200,11243520,507,17,4
1768074086,b98291792f12accdd778722581a3c3933763487127bbfec85927a732a76150a9,loadtest-container-1,docker,33.26,33.26,0.00,96514048,536870912,17.98,85299200,11243520,507,17,4
1768074091,b98291792f12accdd778722581a3c3933763487127bbfec85927a732a76150a9,loadtest-container-1,docker,33.15,33.15,0.00,96514048,536870912,17.98,85299200,11243520,507,17,4
1768074096,b98291792f12accdd778722581a3c3933763487127bbfec85927a732a76150a9,loadtest-container-1,docker,33.31,33.31,0.00,96514048,536870912,17.98,85299200,11243520,507,17,4
1768074101,b98291792f12accdd778722581a3c3933763487127bbfec85927a732a76150a9,loadtest-container-1,docker,33.29,33.29,0.00,96514048,536870912,17.98,85299200,11243520,507,17,4
1768074106,b98291792f12accdd778722581a3c3933763487127bbfec85927a732a76150a9,loadtest-container-1,docker,33.22,33.22,0.00,96776192,536870912,18.03,85299200,11243520,507,17,4
1768074111,b98291792f12accdd778722581a3c3933763487127bbfec85927a732a76150a9,loadtest-container-1,docker,33.29,33.29,0.00,96518144,536870912,17.98,85299200,11243520,507,17,4
1768074116,b98291792f12accdd778722581a3c3933763487127bbfec85927a732a76150a9,loadtest-container-1,docker,33.27,33.25,0.02,96518144,536870912,17.98,85299200,11243520,507,17,4
1768074121,b98291792f12accdd778722581a3c3933763487127bbfec85927a732a76150a9,loadtest-container-1,docker,33.16,33.16,0.00,96518144,536870912,17.98,85299200,11243520,507,17,4
1768074126,b98291792f12accdd778722581a3c3933763487127bbfec85927a732a76150a9,loadtest-container-1,docker,33.27,33.27,0.00,96518144,536870912,17.98,85299200,11243520,507,17,4
1768074131,b98291792f12accdd778722581a3c3933763487127bbfec85927a732a76150a9,loadtest-container-1,docker,33.24,33.24,0.00,96518144,536870912,17.98,85299200,11243520,507,17,4
1768074136,b98291792f12accdd778722581a3c3933763487127bbfec85927a732a76150a9,loadtest-container-1,docker,32.56,32.54,0.02,96530432,536870912,17.98,85299200,11243520,507,17,4
1768074141,b98291792f12accdd778722581a3c3933763487127bbfec85927a732a76150a9,loadtest-container-1,docker,33.24,33.24,0.00,96530432,536870912,17.98,85299200,11243520,507,17,4
1768074146,b98291792f12accdd778722581a3c3933763487127bbfec85927a732a76150a9,loadtest-container-1,docker,33.31,33.31,0.00,96530432,536870912,17.98,85299200,11243520,507,17,4
1768074151,b98291792f12accdd778722581a3c3933763487127bbfec85927a732a76150a9,loadtest-container-1,docker,33.11,33.11,0.00,96530432,536870912,17.98,85299200,11243520,507,17,4
1768074156,b98291792f12accdd778722581a3c3933763487127bbfec85927a732a76150a9,loadtest-container-1,docker,33.30,33.30,0.00,96530432,536870912,17.98,85299200,11243520,507,17,4
1768074161,b98291792f12accdd778722581a3c3933763487127bbfec85927a732a76150a9,loadtest-container-1,docker,33.29,33.29,0.00,96530432,536870912,17.98,85299200,11243520,507,17,4
1768074166,b98291792f12accdd778722581a3c3933763487127bbfec85927a732a76150a9,loadtest-container-1,docker,33.26,33.24,0.02,96530432,536870912,17.98,85299200,11243520,507,17,4
1768074171,b98291792f12accdd778722581a3c3933763487127bbfec85927a732a76150a9,loadtest-container-1,docker,33.33,33.31,0.02,96530432,536870912,17.98,85299200,11243520,507,17,4
1768074176,b98291792f12accdd778722581a3c3933763487127bbfec85927a732a76150a9,loadtest-container-1,docker,33.29,33.29,0.00,96530432,536870912,17.98,85299200,11243520,507,17,4
1768074181,b98291792f12accdd778722581a3c3933763487127bbfec85927a732a76150a9,loadtest-container-1,docker,33.23,33.23,0.00,96530432,536870912,17.98,85299200,11243520,507,17,4
1768074186,b98291792f12accdd778722581a3c3933763487127bbfec85927a732a76150a9,loadtest-container-1,docker,33.22,33.22,0.00,96530432,536870912,17.98,85299200,11243520,507,17,4
1768074191,b98291792f12accdd778722581a3c3933763487127bbfec85927a732a76150a9,loadtest-container-1,docker,33.26,33.26,0.00,96530432,536870912,17.98,85299200,11243520,507,17,4
1768074196,b98291792f12accdd778722581a3c3933763487127bbfec85927a732a76150a9,loadtest-container-1,docker,33.27,33.27,0.00,96530432,536870912,17.98,85299200,11243520,507,17,4
1768074201,b98291792f12accdd778722581a3c3933763487127bbfec85927a732a76150a9,loadtest-container-1,docker,33.23,33.23,0.00,96530432,536870912,17.98,85299200,11243520,507,17,4
1768074206,b98291792f12accdd778722581a3c3933763487127bbfec85927a732a76150a9,loadtest-container-1,docker,33.31,33.29,0.02,96530432,536870912,17.98,85299200,11243520,507,17,4
1768074211,b98291792f12accdd778722581a3c3933763487127bbfec85927a732a76150a9,loadtest-container-1,docker,33.10,33.10,0.00,96530432,536870912,17.98,85299200,11243520,507,17,4
1768074216,b98291792f12accdd778722581a3c3933763487127bbfec85927a732a76150a9,loadtest-container-1,docker,33.32,33.32,0.00,96530432,536870912,17.98,85299200,11243520,507,17,4
1768074221,b98291792f12accdd778722581a3c3933763487127bbfec85927a732a76150a9,loadtest-container-1,docker,33.29,33.29,0.00,96530432,536870912,17.98,85299200,11243520,507,17,4
1768074226,b98291792f12accdd778722581a3c3933763487127bbfec85927a732a76150a9,loadtest-container-1,docker,33.29,33.29,0.00,96530432,536870912,17.98,85299200,11243520,507,17,4
1768074231,b98291792f12accdd778722581a3c3933763487127bbfec85927a732a76150a9,loadtest-container-1,docker,33.22,33.22,0.00,96530432,536870912,17.98,85299200,11243520,507,17,4
1768074236,b98291792f12accdd778722581a3c3933763487127bbfec85927a732a76150a9,loadtest-container-1,docker,33.22,33.22,0.00,96530432,536870912,17.98,85299200,11243520,507,17,4
1768074241,b98291792f12accdd778722581a3c3933763487127bbfec85927a732a76150a9,loadtest-container-1,docker,33.07,33.05,0.02,96530432,536870912,17.98,85299200,11243520,507,17,4
1768074246,b98291792f12accdd778722581a3c3933763487127bbfec85927a732a76150a9,loadtest-container-1,docker,33.21,33.21,0.00,96530432,536870912,17.98,85299200,11243520,507,17,4
1768074251,b98291792f12accdd778722581a3c3933763487127bbfec85927a732a76150a9,loadtest-container-1,docker,33.11,33.11,0.00,96530432,536870912,17.98,85299200,11243520,507,17,4
1768074256,b98291792f12accdd778722581a3c3933763487127bbfec85927a732a76150a9,loadtest-container-1,docker,33.11,33.11,0.00,96530432,536870912,17.98,85299200,11243520,507,17,4
1768074261,b98291792f12accdd778722581a3c3933763487127bbfec85927a732a76150a9,loadtest-container-1,docker,32.31,32.31,0.00,96538624,536870912,17.98,85299200,11243520,507,17,4
1768074266,b98291792f12accdd778722581a3c3933763487127bbfec85927a732a76150a9,loadtest-container-1,docker,33.03,32.99,0.04,96538624,536870912,17.98,85299200,11243520,507,17,4
1768074271,b98291792f12accdd778722581a3c3933763487127bbfec85927a732a76150a9,loadtest-container-1,docker,33.10,33.10,0.00,96538624,536870912,17.98,85299200,11243520,507,17,4
