timestamp,cpu_user,cpu_system,cpu_idle,cpu_iowait,cpu_steal,mem_total_kb,mem_used_kb,mem_free_kb,mem_cached_kb,disk_read_bytes,disk_write_bytes,net_rx_bytes,net_tx_bytes
1767801081,50.400801603203746,0.5010020040079638,49.098196392788715,0,0,3571264,368484,1211968,1990784,0,819,52,39
1767801086,50.199999999999825,0.30000000000001137,49.400000000000546,0,0,3571264,368480,1211968,1990788,0,5939,144,123
1767801091,50.199999999999825,0.40000000000006253,49.400000000000546,0,0,3571276,368664,1211744,1990840,0,307,52,39
1767801096,50.25025025025231,0.30030030030031823,49.449449449446526,0,0,3571280,368660,1211744,1990848,0,3276,133,114
1767801101,50.29999999999972,0.4999999999999716,49.200000000000735,0,0,3571272,368604,1211744,1990896,0,81920,3082,10291
1767801106,50.199999999999825,0.30000000000001137,49.400000000000546,0,0,3571272,368600,1211744,1990900,0,3276,151,146
1767801111,50.95285857573094,1.604814443330061,47.442326980937,0,0,3570992,373288,1206456,1991220,8192,0,1909,162
1767801116,50.19999999999525,0.2999999999999841,49.50000000000505,0,0,3570980,372752,1206972,1991228,0,13107,2014,259
1767801121,20.5410821643291,0.7014028056113272,78.757515030058,0,0,3571264,370728,1209224,1991284,6553,3686,52,39
1767801126,0.20020020020000426,0.2002002002001465,99.5995995996,0,0,3571240,370196,1209728,1991288,0,0,146,128
1767801131,0.10010010010001123,0.2002002002001647,99.69969969969996,0,0,3571296,370424,1209504,1991340,0,0,134,120
1767801136,1.4000000000010004,1.700000000000017,96.69999999999845,0.09999999999990906,0.1000000000000023,3570996,371296,1208280,1991392,22118,0,4602,2754
1767801141,0.19999999999981813,0.40000000000006253,99.40000000000055,0,0,3570980,371700,1207584,1991668,0,131891,66,52
1767801146,0.40040040040004493,0.6006006006004942,98.9989989989999,0,0,3571328,368248,1211364,1991688,0,819,171,149
1767801151,0.10020040080151646,0.20040080160331772,99.69939879759545,0,0,3571272,368860,1210644,1991740,0,32051,52,39
1767801156,0.20020020020002247,0.10010010010001123,99.69969969969996,0,0,3571316,367640,1211904,1991744,0,0,146,128
1767801161,0.6006006006011508,1.1011011011010192,98.29829829829768,0,0,3571268,369448,1209984,1991808,0,22118,2107,11128
1767801166,0.8016032064121317,1.0020040080161612,98.1963927855727,0,0,3571196,374144,1205168,1991856,6553,8601,1210,1679
1767801171,0.3003003003011444,0.400400400400293,99.29929929929772,0,0,3571204,374104,1204948,1992124,0,0,66,52
1767801176,0.5010020040075823,0.8016032064128437,98.69739478958029,0,0,3571208,374116,1204916,1992148,0,62259,1049,1080
